chrom	start	end
NC_018228.1	187578	187594
NC_018228.1	187646	187662
NC_018228.1	187674	187690
NC_018228.1	187795	187815
NC_018228.1	187982	188004
NC_018228.1	188197	188217
NC_018228.1	188904	188920
NC_018228.1	189053	189069
NC_018228.1	189206	189222
NC_018228.1	189473	189489
NC_018228.1	189512	189528
NC_018228.1	189894	189914
NC_018228.1	190022	190038
NC_018228.1	190379	190397
NC_018228.1	190432	190448
NC_018228.1	190568	190584
NC_018228.1	190652	190668
NC_018228.1	190694	190710
NC_018228.1	190751	190767
NC_018228.1	190771	190787
NC_018228.1	190803	190819
NC_018228.1	191163	191179
NC_018228.1	191234	191250
NC_018228.1	191348	191364
NC_018228.1	191836	191852
NC_018228.1	191936	191952
NC_018228.1	192042	192066
NC_018228.1	192111	192133
NC_018228.1	192151	192167
NC_018228.1	192267	192283
NC_018228.1	192383	192401
NC_018228.1	192445	192463
NC_018228.1	192489	192505
NC_018228.1	192930	192948
NC_018228.1	193231	193247
NC_018228.1	193251	193269
NC_018228.1	193301	193317
NC_018228.1	194068	194084
NC_018228.1	194108	194124
NC_018228.1	194177	194195
NC_018228.1	194221	194245
NC_018228.1	194500	194516
NC_018228.1	194609	194631
NC_018228.1	194777	194793
NC_018228.1	194889	194905
NC_018228.1	195122	195138
NC_018228.1	195510	195528
NC_018228.1	195599	195615
NC_018228.1	195630	195646
NC_018228.1	195975	195991
NC_018228.1	196195	196211
NC_018228.1	196840	196856
NC_018228.1	196950	196966
NC_018228.1	197171	197187
NC_018228.1	197353	197369
NC_018228.1	197440	197456
NC_018228.1	197499	197515
NC_018228.1	197522	197538
NC_018228.1	197563	197581
NC_018228.1	197695	197711
NC_018228.1	198051	198067
NC_018228.1	198524	198540
NC_018228.1	198850	198866
NC_018228.1	199277	199295
NC_018228.1	199352	199374
NC_018228.1	199395	199411
NC_018228.1	199803	199819
NC_018228.1	199976	199992
NC_018228.1	200016	200036
NC_018228.1	200289	200305
NC_018228.1	200402	200418
NC_018228.1	200475	200491
NC_018228.1	200577	200593
NC_018228.1	200643	200661
NC_018228.1	200755	200777
NC_018228.1	200808	200826
NC_018228.1	200895	200915
NC_018228.1	200916	200932
NC_018228.1	201135	201155
NC_018228.1	201269	201289
NC_018228.1	201901	201917
NC_018228.1	201960	201976
NC_018228.1	202017	202033
NC_018228.1	202040	202062
NC_018228.1	202264	202280
NC_018228.1	202565	202583
NC_018228.1	202628	202644
NC_018228.1	202718	202734
NC_018228.1	202758	202774
NC_018228.1	202846	202862
NC_018228.1	202985	203003
NC_018228.1	203065	203081
NC_018228.1	203225	203249
NC_018228.1	203335	203351
NC_018228.1	203413	203431
NC_018228.1	203439	203457
NC_018228.1	203567	203583
NC_018228.1	203585	203601
NC_018228.1	203638	203654
NC_018228.1	203850	203874
NC_018228.1	203918	203934
NC_018228.1	204077	204101
NC_018228.1	204399	204421
NC_018228.1	204563	204583
NC_018228.1	204739	204755
NC_018228.1	204895	204911
NC_018228.1	204948	204964
NC_018228.1	204970	204986
NC_018228.1	205142	205158
NC_018228.1	205253	205269
NC_018228.1	205383	205399
NC_018228.1	205538	205554
NC_018228.1	205747	205771
NC_018228.1	205837	205853
NC_018228.1	205877	205895
NC_018228.1	205915	205939
NC_018228.1	206343	206359
NC_018228.1	206467	206483
NC_018228.1	206594	206610
NC_018228.1	206685	206701
NC_018228.1	206812	206828
NC_018228.1	207015	207035
NC_018228.1	207061	207077
NC_018228.1	207174	207194
NC_018228.1	207195	207211
NC_018228.1	207459	207481
NC_018228.1	207625	207641
NC_018228.1	208509	208525
NC_018228.1	208561	208577
NC_018228.1	208679	208695
NC_018228.1	208747	208763
NC_018228.1	208867	208883
NC_018228.1	208894	208918
NC_018228.1	209068	209092
NC_018228.1	209093	209109
NC_018228.1	209658	209674
NC_018228.1	209725	209741
NC_018228.1	209821	209845
NC_018228.1	209892	209908
NC_018228.1	209920	209936
NC_018228.1	210010	210030
NC_018228.1	210224	210248
NC_018228.1	210435	210457
NC_018228.1	210886	210902
NC_018228.1	211179	211195
NC_018228.1	211223	211239
NC_018228.1	211441	211461
NC_018228.1	211503	211525
NC_018228.1	211527	211545
NC_018228.1	211728	211744
NC_018228.1	211825	211845
NC_018228.1	211932	211948
NC_018228.1	212063	212079
NC_018228.1	212152	212168
NC_018228.1	212177	212197
NC_018228.1	212228	212248
NC_018228.1	212251	212269
NC_018228.1	212364	212380
NC_018228.1	212414	212430
NC_018228.1	212452	212472
NC_018228.1	212502	212518
NC_018228.1	212581	212605
NC_018228.1	212621	212637
NC_018228.1	212676	212692
NC_018228.1	212800	212818
NC_018228.1	212941	212957
NC_018228.1	212971	212987
NC_018228.1	213126	213142
NC_018228.1	213403	213419
NC_018228.1	213611	213629
NC_018228.1	213960	213976
NC_018228.1	214869	214885
NC_018228.1	214962	214978
NC_018228.1	215134	215154
NC_018228.1	215170	215188
NC_018228.1	215197	215213
NC_018228.1	215580	215596
NC_018228.1	215695	215711
NC_018228.1	215732	215748
NC_018228.1	215971	215987
NC_018228.1	216045	216061
NC_018228.1	216090	216114
NC_018228.1	216245	216263
NC_018228.1	216515	216531
NC_018228.1	216570	216586
NC_018228.1	216602	216626
NC_018228.1	216689	216705
NC_018228.1	216735	216755
NC_018228.1	216777	216793
NC_018228.1	216827	216843
NC_018228.1	216921	216937
NC_018228.1	216990	217006
NC_018228.1	217021	217037
NC_018228.1	217218	217234
NC_018228.1	217586	217602
NC_018228.1	218044	218060
NC_018228.1	218223	218239
NC_018228.1	218250	218266
NC_018228.1	218403	218419
NC_018228.1	218458	218478
NC_018228.1	218810	218826
NC_018228.1	218852	218870
NC_018228.1	219088	219112
NC_018228.1	219207	219223
NC_018228.1	219362	219378
NC_018228.1	219746	219768
NC_018228.1	219993	220009
NC_018228.1	220041	220057
NC_018228.1	220275	220291
NC_018228.1	220304	220320
NC_018228.1	220337	220353
NC_018228.1	220462	220478
NC_018228.1	220538	220554
NC_018228.1	220631	220653
NC_018228.1	220674	220690
NC_018228.1	220813	220829
NC_018228.1	220858	220880
NC_018228.1	221177	221193
NC_018228.1	221360	221376
NC_018228.1	221573	221591
NC_018228.1	221839	221855
NC_018228.1	222006	222022
NC_018228.1	222040	222056
NC_018228.1	222642	222658
NC_018228.1	222703	222719
NC_018228.1	222813	222829
NC_018228.1	222981	222997
NC_018228.1	223190	223210
NC_018228.1	223303	223319
NC_018228.1	223782	223798
NC_018228.1	223799	223815
NC_018228.1	224081	224097
NC_018228.1	224362	224378
NC_018228.1	224398	224414
NC_018228.1	224438	224462
NC_018228.1	224672	224696
NC_018228.1	224698	224714
NC_018228.1	224748	224766
NC_018228.1	224812	224834
NC_018228.1	225012	225034
NC_018228.1	225112	225128
NC_018228.1	225234	225258
NC_018228.1	225260	225276
NC_018228.1	225310	225328
NC_018228.1	225374	225396
NC_018228.1	225474	225490
NC_018228.1	225823	225839
NC_018228.1	226453	226469
NC_018228.1	226475	226493
NC_018228.1	227172	227188
NC_018228.1	228027	228043
NC_018228.1	228826	228844
NC_018228.1	229421	229437
NC_018228.1	229515	229531
NC_018228.1	229629	229645
NC_018228.1	229900	229916
NC_018228.1	230060	230078
NC_018228.1	230408	230424
NC_018228.1	230934	230950
NC_018228.1	231195	231211
NC_018228.1	231221	231237
NC_018228.1	231337	231355
NC_018228.1	231696	231712
NC_018228.1	231804	231820
NC_018228.1	232266	232282
NC_018228.1	232283	232299
NC_018228.1	232372	232388
NC_018228.1	232490	232506
NC_018228.1	233112	233128
NC_018228.1	233177	233195
NC_018228.1	233254	233274
NC_018228.1	233317	233333
NC_018228.1	233570	233586
NC_018228.1	233619	233635
NC_018228.1	233751	233767
NC_018228.1	233812	233828
NC_018228.1	233892	233908
NC_018228.1	234304	234320
NC_018228.1	234409	234425
NC_018228.1	234572	234588
NC_018228.1	234596	234612
NC_018228.1	235353	235369
NC_018228.1	235463	235479
NC_018228.1	235506	235522
NC_018228.1	235526	235542
NC_018228.1	235657	235673
NC_018228.1	235869	235889
NC_018228.1	236072	236096
NC_018228.1	236248	236270
NC_018228.1	236271	236293
NC_018228.1	236307	236323
NC_018228.1	236495	236511
NC_018228.1	236627	236643
NC_018228.1	236657	236673
NC_018228.1	236711	236727
NC_018228.1	237396	237412
NC_018228.1	237464	237480
NC_018228.1	237980	237996
NC_018228.1	238181	238197
NC_018228.1	238400	238416
NC_018228.1	238497	238513
NC_018228.1	238641	238657
NC_018228.1	239041	239057
NC_018228.1	239133	239149
NC_018228.1	239296	239312
NC_018228.1	239423	239439
NC_018228.1	239517	239533
NC_018228.1	239606	239622
NC_018228.1	239623	239639
NC_018228.1	239798	239814
NC_018228.1	240353	240369
NC_018228.1	241001	241017
NC_018228.1	241369	241387
NC_018228.1	241438	241454
NC_018228.1	241530	241546
NC_018228.1	241554	241570
NC_018228.1	241732	241748
NC_018228.1	242012	242028
NC_018228.1	242208	242224
NC_018228.1	242525	242545
NC_018228.1	242793	242809
NC_018228.1	242958	242974
NC_018228.1	243061	243081
NC_018228.1	243389	243405
NC_018228.1	243435	243451
NC_018228.1	243476	243492
NC_018228.1	243612	243632
NC_018228.1	243637	243655
NC_018228.1	243854	243870
NC_018228.1	243900	243916
NC_018228.1	243941	243957
NC_018228.1	244077	244097
NC_018228.1	244102	244120
NC_018228.1	244405	244421
NC_018228.1	244628	244644
NC_018228.1	244680	244702
NC_018228.1	244721	244737
NC_018228.1	244741	244757
NC_018228.1	244896	244916
NC_018228.1	245114	245130
NC_018228.1	245139	245155
NC_018228.1	245582	245598
NC_018228.1	245614	245630
NC_018228.1	245961	245977
NC_018228.1	246085	246101
NC_018228.1	246186	246204
NC_018228.1	246233	246249
NC_018228.1	246290	246310
NC_018228.1	246331	246347
NC_018228.1	246390	246408
NC_018228.1	246582	246606
NC_018228.1	246641	246661
NC_018228.1	246833	246857
NC_018228.1	246867	246883
NC_018228.1	246895	246911
NC_018228.1	247372	247396
NC_018228.1	247488	247506
NC_018228.1	247550	247566
NC_018228.1	247735	247755
NC_018228.1	247760	247778
NC_018228.1	249219	249235
NC_018228.1	249251	249267
NC_018228.1	249510	249532
NC_018228.1	249592	249612
NC_018228.1	249674	249692
NC_018228.1	249901	249917
NC_018228.1	249918	249934
NC_018228.1	250289	250307
NC_018228.1	250388	250406
NC_018228.1	250480	250496
NC_018228.1	250533	250551
NC_018228.1	250618	250636
NC_018228.1	250672	250696
NC_018228.1	250792	250814
NC_018228.1	251134	251150
NC_018228.1	251209	251225
NC_018228.1	251321	251337
NC_018228.1	251348	251372
NC_018228.1	251389	251409
NC_018228.1	251506	251522
NC_018228.1	251675	251691
NC_018228.1	251821	251837
NC_018228.1	252448	252464
NC_018228.1	252606	252622
NC_018228.1	252804	252820
NC_018228.1	252903	252919
NC_018228.1	253001	253025
NC_018228.1	253037	253057
NC_018228.1	253173	253197
NC_018228.1	253218	253240
NC_018228.1	253499	253515
NC_018228.1	253725	253747
NC_018228.1	253795	253819
NC_018228.1	253827	253843
NC_018228.1	253970	253988
NC_018228.1	254071	254087
NC_018228.1	254196	254212
NC_018228.1	254237	254253
NC_018228.1	254275	254295
NC_018228.1	254345	254361
NC_018228.1	254459	254483
NC_018228.1	254518	254536
NC_018228.1	254739	254763
NC_018228.1	254798	254816
NC_018228.1	254840	254856
NC_018228.1	255064	255080
NC_018228.1	255197	255213
NC_018228.1	255315	255331
NC_018228.1	255398	255414
NC_018228.1	255421	255437
NC_018228.1	255773	255789
NC_018228.1	256004	256020
NC_018228.1	256040	256056
NC_018228.1	256070	256092
NC_018228.1	256277	256293
NC_018228.1	256347	256363
NC_018228.1	256378	256394
NC_018228.1	256565	256581
NC_018228.1	256981	256997
NC_018228.1	257156	257180
NC_018228.1	257338	257358
NC_018228.1	257446	257470
NC_018228.1	257471	257487
NC_018228.1	257564	257588
NC_018228.1	257697	257721
NC_018228.1	257744	257766
NC_018228.1	257917	257935
NC_018228.1	258005	258021
NC_018228.1	258330	258350
NC_018228.1	258391	258407
NC_018228.1	258454	258470
NC_018228.1	258517	258533
NC_018228.1	258601	258617
NC_018228.1	258895	258917
NC_018228.1	259025	259041
NC_018228.1	259310	259326
NC_018228.1	259702	259722
NC_018228.1	259911	259927
NC_018228.1	259930	259946
NC_018228.1	259986	260002
NC_018228.1	260306	260322
NC_018228.1	260424	260440
NC_018228.1	261086	261102
NC_018228.1	261250	261270
NC_018228.1	261420	261436
NC_018228.1	261489	261507
NC_018228.1	261577	261597
NC_018228.1	261599	261615
NC_018228.1	261707	261723
NC_018228.1	261997	262013
NC_018228.1	262023	262039
NC_018228.1	262237	262259
NC_018228.1	262277	262295
NC_018228.1	262563	262587
NC_018228.1	262905	262927
NC_018228.1	262986	263006
NC_018228.1	263187	263205
NC_018228.1	263674	263690
NC_018228.1	263758	263778
NC_018228.1	263779	263795
NC_018228.1	264209	264225
NC_018228.1	264292	264308
NC_018228.1	264387	264403
NC_018228.1	264654	264670
NC_018228.1	264740	264756
NC_018228.1	265066	265084
NC_018228.1	265111	265127
NC_018228.1	265664	265686
NC_018228.1	265723	265739
NC_018228.1	265802	265818
NC_018228.1	266614	266638
NC_018228.1	266697	266713
NC_018228.1	266850	266866
NC_018228.1	266932	266948
NC_018228.1	266970	266986
NC_018228.1	267043	267059
NC_018228.1	267396	267412
NC_018228.1	267482	267498
NC_018228.1	268131	268147
NC_018228.1	268158	268174
NC_018228.1	268355	268371
NC_018228.1	268469	268487
NC_018228.1	268667	268683
NC_018228.1	269695	269711
NC_018228.1	270292	270310
NC_018228.1	270345	270361
NC_018228.1	270375	270391
NC_018228.1	270508	270524
NC_018228.1	270569	270585
NC_018228.1	270703	270719
NC_018228.1	270831	270847
NC_018228.1	270858	270874
NC_018228.1	271023	271039
NC_018228.1	271126	271142
NC_018228.1	271488	271504
NC_018228.1	271777	271801
NC_018228.1	271851	271867
NC_018228.1	272180	272198
NC_018228.1	272736	272752
NC_018228.1	272792	272816
NC_018228.1	272832	272848
NC_018228.1	273136	273152
NC_018228.1	273171	273187
NC_018228.1	273383	273403
NC_018228.1	273810	273826
NC_018228.1	274496	274512
NC_018228.1	274768	274784
NC_018228.1	274786	274802
NC_018228.1	274979	274995
NC_018228.1	275408	275424
NC_018228.1	275487	275509
NC_018228.1	275680	275696
NC_018228.1	275843	275859
NC_018228.1	276156	276172
NC_018228.1	276185	276201
NC_018228.1	276290	276306
NC_018228.1	276589	276607
NC_018228.1	277556	277572
NC_018228.1	277753	277769
NC_018228.1	277815	277831
NC_018228.1	277843	277859
NC_018228.1	277922	277942
NC_018228.1	280956	280972
NC_018228.1	281200	281218
NC_018228.1	281396	281412
NC_018228.1	282226	282242
NC_018228.1	282267	282283
NC_018228.1	282447	282463
NC_018228.1	282617	282633
NC_018228.1	282722	282738
NC_018228.1	283074	283090
NC_018228.1	283132	283148
NC_018228.1	283380	283402
NC_018229.1	-5	15
NC_018229.1	289	309
NC_018229.1	384	400
NC_018229.1	680	696
NC_018229.1	1261	1277
NC_018229.1	1461	1477
NC_018229.1	1644	1660
NC_018229.1	2006	2022
NC_018229.1	2186	2202
NC_018229.1	2244	2260
NC_018229.1	2628	2646
NC_018229.1	2755	2771
NC_018229.1	2877	2893
NC_018229.1	3325	3341
NC_018229.1	3613	3629
NC_018229.1	3680	3696
NC_018229.1	3763	3779
NC_018229.1	3837	3853
NC_018229.1	3988	4004
NC_018229.1	4060	4078
NC_018229.1	4098	4114
NC_018229.1	4143	4159
NC_018229.1	4212	4232
NC_018229.1	4968	4984
NC_018229.1	5169	5185
NC_018229.1	5378	5394
NC_018229.1	6210	6226
NC_018229.1	6627	6643
NC_018229.1	6654	6678
NC_018229.1	6748	6764
NC_018229.1	6792	6808
NC_018229.1	7230	7246
NC_018229.1	7281	7297
NC_018229.1	7355	7371
NC_018229.1	7386	7402
NC_018229.1	7453	7471
NC_018229.1	7832	7848
NC_018229.1	7866	7882
NC_018229.1	8270	8286
NC_018229.1	8582	8598
NC_018229.1	9185	9209
NC_018229.1	9351	9367
NC_018229.1	9480	9496
NC_018229.1	9571	9587
NC_018229.1	9642	9658
NC_018229.1	9925	9941
NC_018229.1	10518	10536
NC_018229.1	10938	10954
NC_018229.1	11074	11098
NC_018229.1	11099	11115
NC_018229.1	11574	11592
NC_018229.1	11652	11668
NC_018229.1	12371	12387
NC_018229.1	12625	12641
NC_018229.1	12788	12804
NC_018229.1	12805	12821
NC_018229.1	13054	13074
NC_018229.1	13289	13305
NC_018229.1	13457	13473
NC_018229.1	13494	13516
NC_018229.1	13905	13921
NC_018229.1	13973	13989
NC_018229.1	14001	14017
NC_018229.1	14770	14786
NC_018229.1	14954	14974
NC_018229.1	15131	15147
NC_018229.1	15409	15425
NC_018229.1	15450	15468
NC_018229.1	16322	16338
NC_018229.1	16518	16534
NC_018229.1	16693	16709
NC_018229.1	16961	16977
NC_018229.1	17537	17553
NC_018229.1	17655	17677
NC_018229.1	17729	17751
NC_018229.1	17873	17897
NC_018229.1	18015	18031
NC_018229.1	18193	18209
NC_018229.1	18290	18306
NC_018229.1	18487	18503
NC_018229.1	19270	19292
NC_018229.1	19657	19673
NC_018229.1	19754	19770
NC_018229.1	19894	19910
NC_018229.1	20002	20024
NC_018229.1	20132	20152
NC_018229.1	20154	20170
NC_018229.1	20504	20520
NC_018229.1	20547	20563
NC_018229.1	20625	20649
NC_018229.1	20674	20690
NC_018229.1	20861	20877
NC_018229.1	21010	21032
NC_018229.1	21054	21070
NC_018229.1	21136	21152
NC_018229.1	21171	21187
NC_018229.1	21351	21367
NC_018229.1	21392	21416
NC_018229.1	21458	21476
NC_018229.1	21486	21502
NC_018229.1	21623	21639
NC_018229.1	21734	21752
NC_018229.1	22371	22393
NC_018229.1	22631	22647
NC_018229.1	22650	22666
NC_018229.1	22669	22687
NC_018229.1	22935	22951
NC_018229.1	23089	23105
NC_018229.1	23235	23251
NC_018229.1	23601	23617
NC_018229.1	23676	23692
NC_018229.1	24159	24175
NC_018229.1	24354	24372
NC_018229.1	24953	24969
NC_018229.1	24977	24993
NC_018229.1	25063	25079
NC_018229.1	25116	25132
NC_018229.1	25337	25353
NC_018229.1	25647	25663
NC_018229.1	25783	25807
NC_018229.1	25958	25974
NC_018229.1	26078	26098
NC_018229.1	26114	26138
NC_018229.1	26419	26435
NC_018229.1	26485	26501
NC_018229.1	26551	26567
NC_018229.1	26645	26661
NC_018229.1	26847	26863
NC_018229.1	26896	26912
NC_018229.1	27427	27443
NC_018229.1	27454	27470
NC_018229.1	27855	27873
NC_018229.1	27907	27923
NC_018229.1	28518	28534
NC_018229.1	28651	28667
NC_018229.1	29661	29677
NC_018229.1	30300	30316
NC_018229.1	30405	30423
NC_018229.1	30428	30452
NC_018229.1	30467	30483
NC_018229.1	30512	30528
NC_018229.1	30678	30694
NC_018229.1	30744	30760
NC_018229.1	30783	30799
NC_018229.1	31097	31113
NC_018229.1	31499	31517
NC_018229.1	31971	31991
NC_018229.1	32197	32213
NC_018229.1	32263	32283
NC_018229.1	32299	32319
NC_018229.1	32391	32407
NC_018229.1	32504	32520
NC_018229.1	32819	32835
NC_018229.1	33262	33278
NC_018229.1	34209	34225
NC_018229.1	34484	34500
NC_018229.1	34531	34547
NC_018229.1	34694	34710
NC_018229.1	34797	34813
NC_018229.1	35061	35077
NC_018229.1	35194	35218
NC_018229.1	35251	35267
NC_018229.1	35351	35367
NC_018229.1	35516	35532
NC_018229.1	35635	35653
NC_018229.1	35746	35762
NC_018229.1	36484	36500
NC_018229.1	36690	36706
NC_018229.1	36783	36799
NC_018229.1	36879	36895
NC_018229.1	36976	36992
NC_018229.1	37038	37054
NC_018229.1	37128	37144
NC_018229.1	37207	37225
NC_018229.1	37386	37402
NC_018229.1	37559	37575
NC_018229.1	37773	37795
NC_018229.1	37854	37872
NC_018229.1	38090	38106
NC_018229.1	38181	38197
NC_018229.1	38236	38252
NC_018229.1	38311	38329
NC_018229.1	38362	38378
NC_018229.1	38426	38448
NC_018229.1	38535	38551
NC_018229.1	38718	38736
NC_018229.1	38947	38963
NC_018229.1	39464	39480
NC_018229.1	39905	39921
NC_018229.1	39929	39945
NC_018229.1	39950	39966
NC_018229.1	40207	40223
NC_018229.1	40263	40279
NC_018229.1	40449	40465
NC_018229.1	40691	40707
NC_018229.1	40881	40897
NC_018229.1	41180	41196
NC_018229.1	41356	41372
NC_018229.1	41442	41458
NC_018229.1	41975	41991
NC_018229.1	42005	42023
NC_018229.1	42093	42109
NC_018229.1	42260	42276
NC_018229.1	42580	42596
NC_018229.1	42931	42953
NC_018229.1	43126	43142
NC_018229.1	43283	43299
NC_018229.1	43317	43333
NC_018229.1	43727	43743
NC_018229.1	43819	43837
NC_018229.1	43852	43868
NC_018229.1	43885	43901
NC_018229.1	44405	44421
NC_018229.1	44792	44808
NC_018229.1	45243	45259
NC_018229.1	45302	45318
NC_018229.1	45469	45485
NC_018229.1	45724	45748
NC_018229.1	46034	46050
NC_018229.1	46403	46419
NC_018229.1	47054	47072
NC_018229.1	47221	47239
NC_018229.1	47510	47526
NC_018229.1	47675	47691
NC_018229.1	47741	47757
NC_018229.1	47823	47839
NC_018229.1	47936	47952
NC_018229.1	47985	48001
NC_018229.1	48020	48036
NC_018229.1	48183	48201
NC_018229.1	48353	48371
NC_018229.1	48618	48634
NC_018229.1	48647	48663
NC_018229.1	48857	48873
NC_018229.1	48953	48969
NC_018229.1	49278	49294
NC_018229.1	49390	49406
NC_018229.1	49415	49437
NC_018229.1	49617	49635
NC_018229.1	49673	49695
NC_018229.1	49717	49735
NC_018229.1	50116	50132
NC_018229.1	50145	50161
NC_018229.1	50331	50347
NC_018229.1	50748	50766
NC_018229.1	50796	50812
NC_018229.1	51295	51311
NC_018229.1	51417	51433
NC_018229.1	51492	51508
NC_018229.1	51807	51825
NC_018229.1	51857	51873
NC_018229.1	52391	52407
NC_018229.1	52943	52959
NC_018229.1	52984	53008
NC_018229.1	53188	53204
NC_018229.1	53354	53370
NC_018229.1	53415	53431
NC_018229.1	53484	53502
NC_018229.1	53520	53542
NC_018229.1	53601	53621
NC_018229.1	53676	53700
NC_018229.1	53840	53858
NC_018229.1	53877	53893
NC_018229.1	53939	53955
NC_018229.1	54395	54411
NC_018229.1	54750	54766
NC_018229.1	55044	55060
NC_018229.1	55147	55163
NC_018229.1	55488	55504
NC_018229.1	55773	55789
NC_018229.1	55906	55922
NC_018229.1	56142	56158
NC_018229.1	56366	56382
NC_018229.1	56618	56634
NC_018229.1	56670	56686
NC_018229.1	56859	56875
NC_018229.1	57099	57115
NC_018229.1	57977	57993
NC_018229.1	58470	58486
NC_018229.1	58506	58522
NC_018229.1	58585	58601
NC_018229.1	58714	58730
NC_018229.1	58911	58927
NC_018229.1	58989	59005
NC_018229.1	59332	59348
NC_018229.1	59451	59467
NC_018229.1	60272	60290
NC_018229.1	60385	60409
NC_018229.1	60456	60474
NC_018229.1	60499	60515
NC_018229.1	60584	60608
NC_018229.1	60757	60775
NC_018229.1	61102	61118
NC_018229.1	61162	61180
NC_018229.1	61251	61275
NC_018229.1	61294	61312
NC_018229.1	61396	61412
NC_018229.1	61600	61616
NC_018229.1	61757	61773
NC_018229.1	61780	61796
NC_018229.1	61901	61921
NC_018229.1	61966	61982
NC_018229.1	62128	62144
NC_018229.1	62218	62234
NC_018229.1	62308	62324
NC_018229.1	62475	62491
NC_018229.1	62565	62581
NC_018229.1	62655	62671
NC_018229.1	62700	62718
NC_018229.1	62981	63003
NC_018229.1	63347	63369
NC_018229.1	63584	63602
NC_018229.1	63818	63834
NC_018229.1	63895	63913
NC_018229.1	64045	64061
NC_018229.1	64368	64392
NC_018229.1	64480	64500
NC_018229.1	64582	64598
NC_018229.1	64714	64730
NC_018229.1	64901	64917
NC_018229.1	65138	65154
NC_018229.1	65174	65190
NC_018229.1	65398	65414
NC_018229.1	65430	65446
NC_018229.1	65490	65506
NC_018229.1	65570	65586
NC_018229.1	65636	65652
NC_018229.1	65878	65902
NC_018229.1	66063	66079
NC_018229.1	66466	66482
NC_018229.1	66507	66523
NC_018229.1	66551	66575
NC_018229.1	66876	66894
NC_018229.1	66904	66920
NC_018229.1	67541	67557
NC_018229.1	67680	67698
NC_018229.1	67776	67794
NC_018229.1	67919	67935
NC_018229.1	68060	68076
NC_018229.1	68112	68128
NC_018229.1	68288	68304
NC_018229.1	68805	68823
NC_018229.1	69015	69031
NC_018229.1	69058	69074
NC_018229.1	69189	69205
NC_018229.1	69253	69269
NC_018229.1	69354	69370
NC_018229.1	69396	69412
NC_018229.1	69477	69493
NC_018229.1	69598	69614
NC_018229.1	69923	69939
NC_018229.1	69943	69959
NC_018229.1	70106	70122
NC_018229.1	70418	70436
NC_018229.1	70487	70503
NC_018229.1	70539	70555
NC_018229.1	70794	70812
NC_018229.1	70886	70902
NC_018229.1	71174	71192
NC_018229.1	71527	71545
NC_018229.1	71654	71672
NC_018229.1	71748	71764
NC_018229.1	71798	71822
NC_018229.1	71911	71927
NC_018229.1	72701	72717
NC_018229.1	72866	72882
NC_018229.1	73015	73039
NC_018229.1	73397	73413
NC_018229.1	73444	73460
NC_018229.1	73525	73543
NC_018229.1	73865	73881
NC_018229.1	73910	73926
NC_018229.1	74187	74207
NC_018229.1	74431	74447
NC_018229.1	74880	74896
NC_018229.1	75430	75446
NC_018229.1	75466	75482
NC_018229.1	75622	75638
NC_018229.1	76296	76312
NC_018229.1	76397	76413
NC_018229.1	76439	76455
NC_018229.1	76520	76536
NC_018229.1	76704	76720
NC_018229.1	77015	77033
NC_018229.1	77241	77263
NC_018229.1	77362	77378
NC_018229.1	77458	77474
NC_018229.1	77618	77642
NC_018229.1	77655	77679
NC_018229.1	77749	77765
NC_018229.1	77865	77881
NC_018229.1	77907	77923
NC_018229.1	78027	78045
NC_018229.1	78402	78420
NC_018229.1	78705	78723
NC_018229.1	78748	78764
NC_018229.1	78905	78921
NC_018229.1	78953	78969
NC_018229.1	79034	79052
NC_018229.1	79208	79226
NC_018229.1	79288	79304
NC_018229.1	79529	79545
NC_018229.1	79622	79638
NC_018229.1	79981	79997
NC_018229.1	80576	80592
NC_018229.1	81555	81571
NC_018229.1	81676	81692
NC_018229.1	82059	82075
NC_018229.1	82224	82246
NC_018229.1	82516	82532
NC_018229.1	82765	82781
NC_018229.1	83263	83279
NC_018229.1	83722	83738
NC_018229.1	83763	83779
NC_018229.1	83893	83909
NC_018229.1	84021	84037
NC_018229.1	84079	84095
NC_018229.1	84467	84485
NC_018229.1	84860	84878
NC_018229.1	85214	85230
NC_018229.1	85248	85264
NC_018229.1	85286	85302
NC_018229.1	85316	85332
NC_018229.1	85585	85601
NC_018229.1	85619	85635
NC_018229.1	85657	85673
NC_018229.1	85687	85703
NC_018229.1	85770	85786
NC_018229.1	85843	85859
NC_018229.1	86085	86101
NC_018229.1	86424	86440
NC_018229.1	86581	86597
NC_018229.1	87200	87216
NC_018229.1	87379	87395
NC_018229.1	87983	88005
NC_018229.1	88317	88333
NC_018229.1	88562	88578
NC_018229.1	88726	88742
NC_018229.1	89061	89085
NC_018229.1	89503	89519
NC_018229.1	89903	89919
NC_018229.1	89937	89953
NC_018229.1	89995	90011
NC_018229.1	90216	90232
NC_018229.1	90752	90768
NC_018229.1	90881	90897
NC_018229.1	90945	90961
NC_018229.1	91046	91062
NC_018229.1	91088	91104
NC_018229.1	91169	91185
NC_018229.1	92717	92735
NC_018229.1	93020	93038
NC_018229.1	93063	93079
NC_018229.1	93220	93236
NC_018229.1	93268	93284
NC_018229.1	93349	93367
NC_018229.1	94982	94998
NC_018229.1	95230	95248
NC_018229.1	95270	95286
NC_018229.1	95582	95598
NC_018229.1	95646	95662
NC_018229.1	95747	95763
NC_018229.1	95789	95805
NC_018229.1	95865	95881
NC_018229.1	96378	96396
NC_018229.1	96412	96428
